query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260801_110650,tokyo,東京,2027-01-30,2027-02-06,eztravel,國泰,12:50,15:30,22084,SUCCESS,,2026-08-01T11:06:51,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-30,2027-02-07,eztravel,國泰,12:50,,21448,PARSE_ERROR,return_time cannot be empty.,2026-08-01T11:08:22,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-30,2027-02-08,eztravel,國泰,12:50,15:30,27492,SUCCESS,,2026-08-01T11:10:01,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-30,2027-02-09,eztravel,國泰,12:50,,26978,PARSE_ERROR,return_time cannot be empty.,2026-08-01T11:11:33,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-31,2027-02-06,eztravel,國泰,12:50,15:30,19884,SUCCESS,,2026-08-01T11:13:04,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260801_110650,tokyo,東京,2027-01-31,2027-02-07,eztravel,國泰,12:50,15:30,25292,SUCCESS,,2026-08-01T11:14:36,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-31,2027-02-08,eztravel,國泰,12:50,15:30,25292,SUCCESS,,2026-08-01T11:16:07,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_110650,tokyo,東京,2027-01-31,2027-02-09,eztravel,國泰,12:50,,24183,PARSE_ERROR,return_time cannot be empty.,2026-08-01T11:17:39,2026-08-01T11:19:11,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
