query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260828_210655,tokyo,東京,2027-01-30,2027-02-06,eztravel,星宇,10:10,13:45,23766,SUCCESS,,2026-08-28T21:06:56,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-30,2027-02-07,eztravel,星宇,10:10,13:45,25204,SUCCESS,,2026-08-28T21:08:28,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-30,2027-02-08,eztravel,星宇,10:10,13:45,26033,SUCCESS,,2026-08-28T21:09:59,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-30,2027-02-09,eztravel,星宇,10:10,13:45,29601,SUCCESS,,2026-08-28T21:11:35,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-31,2027-02-06,eztravel,華航,12:35,19:30,21758,SUCCESS,,2026-08-28T21:13:08,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260828_210655,tokyo,東京,2027-01-31,2027-02-07,eztravel,華航,12:35,14:15,24335,SUCCESS,,2026-08-28T21:14:40,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-31,2027-02-08,eztravel,華航,12:35,14:35,28099,SUCCESS,,2026-08-28T21:16:13,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260828_210655,tokyo,東京,2027-01-31,2027-02-09,eztravel,華航,12:35,14:35,30783,SUCCESS,,2026-08-28T21:17:45,2026-08-28T21:19:18,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
