query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260802_230652,tokyo,東京,2027-01-30,2027-02-06,eztravel,國泰,12:50,15:30,23138,SUCCESS,,2026-08-02T23:06:53,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-30,2027-02-07,eztravel,國泰,12:50,15:30,27492,SUCCESS,,2026-08-02T23:08:24,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-30,2027-02-08,eztravel,國泰,12:50,15:30,27492,SUCCESS,,2026-08-02T23:09:56,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-30,2027-02-09,eztravel,國泰,12:50,,26978,PARSE_ERROR,return_time cannot be empty.,2026-08-02T23:11:27,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-31,2027-02-06,eztravel,國泰,12:50,15:30,20938,SUCCESS,,2026-08-02T23:12:59,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260802_230652,tokyo,東京,2027-01-31,2027-02-07,eztravel,國泰,12:50,15:30,25292,SUCCESS,,2026-08-02T23:14:30,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-31,2027-02-08,eztravel,國泰,12:50,15:30,25292,SUCCESS,,2026-08-02T23:16:02,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260802_230652,tokyo,東京,2027-01-31,2027-02-09,eztravel,國泰,12:50,,24209,PARSE_ERROR,return_time cannot be empty.,2026-08-02T23:17:33,2026-08-02T23:19:05,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
