query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260801_070646,tokyo,東京,2027-01-30,2027-02-06,eztravel,國泰,12:50,15:30,22817,SUCCESS,,2026-08-01T07:06:46,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-30,2027-02-07,eztravel,國泰,12:50,15:30,28226,SUCCESS,,2026-08-01T07:08:18,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-30,2027-02-08,eztravel,國泰,12:50,15:30,28226,SUCCESS,,2026-08-01T07:09:49,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-30,2027-02-09,eztravel,國泰,12:50,,27433,PARSE_ERROR,return_time cannot be empty.,2026-08-01T07:11:21,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-31,2027-02-06,eztravel,國泰,12:50,15:30,20617,SUCCESS,,2026-08-01T07:12:52,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260801_070646,tokyo,東京,2027-01-31,2027-02-07,eztravel,國泰,12:50,15:30,25786,SUCCESS,,2026-08-01T07:14:24,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-31,2027-02-08,eztravel,國泰,12:50,15:30,26026,SUCCESS,,2026-08-01T07:15:55,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260801_070646,tokyo,東京,2027-01-31,2027-02-09,eztravel,國泰,12:50,,24649,PARSE_ERROR,return_time cannot be empty.,2026-08-01T07:17:27,2026-08-01T07:18:58,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
